variable_name,dataset,description,data_type,units,value_encoding,n_codes,dbgap_variable_id,dbgap_study
nnoise5,MESA_Exam5Main,A LOT OF NOISE IN NEIGHBORHOOD,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176628.v1,phs000209.v13
nocttxt5,MESA_Exam5Main,CARDIAC CT NOT DONE: OTHER REASON (SPECIFY),STRING,,,,phv00176167.v1,phs000209.v13
nosymag5,MESA_Exam5Main,START OF 10 YEAR PERIOD W/OUT ASTHMA SYMPTOMS: AGE UNKNOWN,NUMERIC,,1=AS A CHILD (AGE UNKNOWN)|9=DO NOT KNOW,2,phv00176724.v1,phs000209.v13
nosymyr5,MESA_Exam5Main,START OF 10 YEAR PERIOD W/OUT ASTHMA SYMPTOMS: AGE,NUMERIC,,,,phv00176723.v1,phs000209.v13
noteat5,MESA_Exam5Main,DID NOT FEEL LIKE EATING; APPETITE WAS POOR,NUMERIC,,1=RARELY OR NONE OF THE TIME|2=SOME OR LITTLE OF THE TIME|3=MODERATE AMOUNT OF TIME|4=MOST OF THE TIME,4,phv00176632.v1,phs000209.v13
nowdate5,MESA_Exam5Main,Q10C) WHAT IS TODAY'S DATE? DAY,NUMERIC,,0=MISSED BY 6 OR MORE YEARS|1=MISSED BY 2-5 YEARS|2=MISSED BY 1 YEAR|3=ACCURATE|9=NOT ATTEMPTED / DISABLED,5,phv00176103.v1,phs000209.v13
nowdttm5,MESA_Exam5Main,Q10B) WHAT IS TODAY'S DATE? MONTH,NUMERIC,,0=MISSED BY 2 OR MORE MONTHS|1=MISSED BY 1 MONTH|2=ACCURATE OR WITHIN 5 DAYS|9=NOT ATTEMPTED / DISABLED,4,phv00176102.v1,phs000209.v13
nowdtyr5,MESA_Exam5Main,Q10A) WHAT IS TODAY'S DATE? YEAR,NUMERIC,,0=MISSED BY 6 OR MORE YEARS|1=MISSED BY 2-5 YEARS|2=MISSED BY 1 YEAR|4=ACCURATE|9=NOT ATTEMPTED / DISABLED,5,phv00176101.v1,phs000209.v13
npeopw5,MESA_Exam5Main,OFTEN SEE OTHER PEOPLE WALKING IN NEIGHBORHOOD,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176625.v1,phs000209.v13
nph1mn5,MESA_Exam5Main,"NEW PHANTOM DATA-MEAN IMAGE BRIGHTNESS, 0 PLUG (HU)",NUMERIC,HU,,,phv00176216.v1,phs000209.v13
nph1sd5,MESA_Exam5Main,"NEW PHANTOM DATA-BRIGHTNESS STD DEVIATION, 0 PLUG (HU)",NUMERIC,HU,,,phv00176217.v1,phs000209.v13
nph2mn5,MESA_Exam5Main,"NEW PHANTOM DATA-MEAN IMAGE BRIGHTNESS, 50 PLUG (HU)",NUMERIC,HU,,,phv00176218.v1,phs000209.v13
nph2sd5,MESA_Exam5Main,"NEW PHANTOM DATA-BRIGHTNESS STD DEVIATION, 50 PLUG (HU)",NUMERIC,HU,,,phv00176219.v1,phs000209.v13
nph3mn5,MESA_Exam5Main,"NEW PHANTOM DATA-MEAN IMAGE BRIGHTNESS, 100 PLUG (HU)",NUMERIC,HU,,,phv00176220.v1,phs000209.v13
nph3sd5,MESA_Exam5Main,"NEW PHANTOM DATA-BRIGHTNESS STD DEVIATION, 100 PLUG (HU)",NUMERIC,HU,,,phv00176221.v1,phs000209.v13
nph4mn5,MESA_Exam5Main,"NEW PHANTOM DATA-MEAN IMAGE BRIGHTNESS, 200 PLUG (HU)",NUMERIC,HU,,,phv00176222.v1,phs000209.v13
nph4sd5,MESA_Exam5Main,"NEW PHANTOM DATA-BRIGHTNESS STD DEVIATION, 200 PLUG (HU)",NUMERIC,HU,,,phv00176223.v1,phs000209.v13
npleasw5,MESA_Exam5Main,PLEASANT TO WALK IN NEIGHBORHOOD,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176623.v1,phs000209.v13
nsafew5,MESA_Exam5Main,"FEEL SAFE WALKING IN THIS NEIGHBORHOOD, DAY OR NIGHT",NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176614.v1,phs000209.v13
nsaid5c,MESA_Exam5Main,"NON-STEROIDAL ANTI-INFLAMMATORY AGENTS, EXCLUDING ASPIRIN",NUMERIC,,0=NO|1=YES,2,phv00176801.v1,phs000209.v13
nscrime5,MESA_Exam5Main,NEIGHBORHOOD IS SAFE FROM CRIME,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176616.v1,phs000209.v13
ntca5c,MESA_Exam5Main,NON-TRICYCLIC ANTIDEPRESSANTS OTHER THAN MAOI,NUMERIC,,0=NO|1=YES,2,phv00176802.v2,phs000209.v13
ntg5c,MESA_Exam5Main,NITRATES,NUMERIC,,0=NO|1=YES,2,phv00176803.v1,phs000209.v13
ntrash5,MESA_Exam5Main,A LOT OF TRASH AND LITTER ON THE STREET IN NEIGHBORHOOD,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176627.v1,phs000209.v13
ntrust5,MESA_Exam5Main,PEOPLE IN THIS NEIGHBORHOOD CAN BE TRUSTED,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176612.v1,phs000209.v13
numhhld5,MESA_Exam5Main,# PEOPLE SUPPORTED BY FAMILY INCOME,NUMERIC,,,,phv00176881.v1,phs000209.v13
nvalues5,MESA_Exam5Main,PEOPLE IN THIS NEIGHBORHOOD DO NOT SHARE THE SAME VALUES,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176613.v1,phs000209.v13
nviolen5,MESA_Exam5Main,VIOLENCE IS A PROBLEM IN NEIGHBORHOOD,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176615.v1,phs000209.v13
nwgrain5,MESA_Exam5Main,FOOD STORES IN NEIGHBORHOOD SELL WHOLE-GRAIN FOODS,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176621.v1,phs000209.v13
oaia5c,MESA_Exam5Main,ORAL ANTI-INFLAMMATORY ASTHMA DRUGS LEUKOTRIENE RECEPTOR ANTAGONISTS AND INHIBITORS OF LIPO-OXYGENASE,NUMERIC,,0=NO|1=YES,2,phv00176804.v1,phs000209.v13
objnum5,MESA_Exam5Main,Q24) TOTAL NUMBER OF OBJECTS EITHER NAMED SPONTANEOUSLY OR REPEATED PERFECTLY AFTER COACHING,NUMERIC,,,,phv00176152.v1,phs000209.v13
occmn5c,MESA_Exam5Main,TOTAL WORK (MIN/WK),NUMERIC,Min/Wk,,,phv00177000.v1,phs000209.v13
occmt5c,MESA_Exam5Main,TOTAL WORK MET (MIN/WK),NUMERIC,Min/Wk,,,phv00177001.v1,phs000209.v13
ohga5c,MESA_Exam5Main,ORAL HYPOGLYCEMIC AGENTS,NUMERIC,,0=NO|1=YES,2,phv00176805.v1,phs000209.v13
ohms5,MESA_Exam5Main,BODY COMPOSITION SCALE: OHMS,NUMERIC,ohms,,,phv00176066.v1,phs000209.v13
olvedm5,MESA_Exam5Main,LV END-DIASTOLIC MASS (g) USING SSFP MRI PULSE SEQUENCE,NUMERIC,g,,,phv00176842.v2,phs000209.v13
olvedm5t,MESA_Exam5Main,LV END-DIASTOLIC MASS (g) USING FGRE MRI PULSE SEQUENCE,NUMERIC,g,,,phv00191701.v1,phs000209.v13
olvedv5,MESA_Exam5Main,LV END-DIASTOLIC VOLUME (mL) USING SSFP MRI PULSE SEQUENCE,NUMERIC,mL,,,phv00176838.v2,phs000209.v13
olvedv5t,MESA_Exam5Main,LV END-DIASTOLIC VOLUME (mL) USING FGRE MRI PULSE SEQUENCE,NUMERIC,mL,,,phv00191702.v1,phs000209.v13
olvef5,MESA_Exam5Main,LV EJECTION FRACTION (%) USING SSFP MRI PULSE SEQUENCE,NUMERIC,%,,,phv00176841.v2,phs000209.v13
olvef5t,MESA_Exam5Main,LV EJECTION FRACTION (%) USING FGRE MRI PULSE SEQUENCE,NUMERIC,%,,,phv00191704.v1,phs000209.v13
olvesv5,MESA_Exam5Main,LV END-SYSTOLIC VOLUME (mL) USING SSFP MRI PULSE SEQUENCE,NUMERIC,mL,,,phv00176839.v2,phs000209.v13
olvesv5t,MESA_Exam5Main,LV END-SYSTOLIC VOLUME (mL) USING FGRE MRI PULSE SEQUENCE,NUMERIC,mL,,,phv00191703.v1,phs000209.v13
olvsv5,MESA_Exam5Main,LV STROKE VOLUME (mL) USING SSFP MRI PULSE SEQUENCE,NUMERIC,mL,,,phv00176840.v2,phs000209.v13
olvsv5t,MESA_Exam5Main,LV STROKE VOLUME (mL) USING FGRE MRI PULSE SEQUENCE,NUMERIC,mL,,,phv00191705.v1,phs000209.v13
ostrd5c,MESA_Exam5Main,ORAL STEROIDS,NUMERIC,,0=NO|1=YES,2,phv00176806.v1,phs000209.v13
otch2b5c,MESA_Exam5Main,OVER-THE-COUNTER H-2 BLOCKERS,NUMERIC,,0=NO|1=YES,2,phv00176807.v1,phs000209.v13
othfnd5,MESA_Exam5Main,OTHER FINDINGS,STRING,,,,phv00177171.v1,phs000209.v13
ovaage5,MESA_Exam5Main,AGE WHEN OVARIES REMOVED,NUMERIC,,,,phv00176737.v1,phs000209.v13
ovarem5,MESA_Exam5Main,SURGERY TO REMOVE OVARIES,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW / UNKNOWN,3,phv00176736.v1,phs000209.v13
ovaremn5,MESA_Exam5Main,# OF OVARIES REMOVED,NUMERIC,,1=1 OVARY|2=2 OVARIES,2,phv00176735.v1,phs000209.v13
pacem5,MESA_Exam5Main,BODY COMPOSITION SCALE: DOES PPT HAVE A PACEMAKER?,NUMERIC,,0=NO|1=YES,2,phv00176065.v1,phs000209.v13
pagatm5,MESA_Exam5Main,"TOTAL AGATSTON CALCIUM SCORE, PHANTOM ADJUSTED",NUMERIC,,,,phv00176175.v1,phs000209.v13
pahrdy5c,MESA_Exam5Main,REPORTED TOTAL PA HOURS PER DAY,NUMERIC,Hours,,,phv00177011.v1,phs000209.v13
pamcm5c,MESA_Exam5Main,MODERATE PHYSICAL ACTIVITY TOTAL (MET-MIN/WK M-SU),NUMERIC,MET-Min/Wk,,,phv00177015.v1,phs000209.v13
pampavf5,MESA_Exam5Main,"P WAVE AMP, LEAD AVF (uV)",NUMERIC,uV,,,phv00191217.v1,phs000209.v13
pampavl5,MESA_Exam5Main,"P WAVE AMP, LEAD AVL (uV)",NUMERIC,uV,,,phv00191215.v1,phs000209.v13
pampavr5,MESA_Exam5Main,"P WAVE AMP, LEAD AVR (uV)",NUMERIC,uV,,,phv00191216.v1,phs000209.v13
pampi5,MESA_Exam5Main,"P WAVE AMP, LEAD I (uV)",NUMERIC,uV,,,phv00191218.v1,phs000209.v13
pampii5,MESA_Exam5Main,"P WAVE AMP, LEAD II (uV)",NUMERIC,uV,,,phv00191219.v1,phs000209.v13
pampiii5,MESA_Exam5Main,"P WAVE AMP, LEAD III (uV)",NUMERIC,uV,,,phv00191220.v1,phs000209.v13
pampv15,MESA_Exam5Main,"P WAVE AMP, LEAD V1 (uV)",NUMERIC,uV,,,phv00191221.v1,phs000209.v13
pampv25,MESA_Exam5Main,"P WAVE AMP, LEAD V2 (uV)",NUMERIC,uV,,,phv00191222.v1,phs000209.v13
pampv35,MESA_Exam5Main,"P WAVE AMP, LEAD V3 (uV)",NUMERIC,uV,,,phv00191223.v1,phs000209.v13
pampv45,MESA_Exam5Main,"P WAVE AMP, LEAD V4 (uV)",NUMERIC,uV,,,phv00191224.v1,phs000209.v13
pampv55,MESA_Exam5Main,"P WAVE AMP, LEAD V5 (uV)",NUMERIC,uV,,,phv00191225.v1,phs000209.v13
pampv65,MESA_Exam5Main,"P WAVE AMP, LEAD V6 (uV)",NUMERIC,uV,,,phv00191226.v1,phs000209.v13
pamvcm5c,MESA_Exam5Main,MODERATE AND VIGOROUS PHYSICAL ACTIVITY TOTAL (MET-MIN/WK M-SU),NUMERIC,MET-Min/Wk,,,phv00177017.v1,phs000209.v13
pareaavf5,MESA_Exam5Main,"P WAVE AREA, LEAD AVF (uVmSec)",NUMERIC,uVmSec,,,phv00191229.v1,phs000209.v13
pareaavl5,MESA_Exam5Main,"P WAVE AREA, LEAD AVL (uVmSec)",NUMERIC,uVmSec,,,phv00191227.v1,phs000209.v13
pareaavr5,MESA_Exam5Main,"P WAVE AREA, LEAD AVR (uVmSec)",NUMERIC,uVmSec,,,phv00191228.v1,phs000209.v13
pareai5,MESA_Exam5Main,"P WAVE AREA, LEAD I (uVmSec)",NUMERIC,uVmSec,,,phv00191230.v1,phs000209.v13
pareaii5,MESA_Exam5Main,"P WAVE AREA, LEAD II (uVmSec)",NUMERIC,uVmSec,,,phv00191231.v1,phs000209.v13
pareaiii5,MESA_Exam5Main,"P WAVE AREA, LEAD III (uVmSec)",NUMERIC,uVmSec,,,phv00191232.v1,phs000209.v13
pareav15,MESA_Exam5Main,"P WAVE AREA, LEAD V1 (uVmSec)",NUMERIC,uVmSec,,,phv00191233.v1,phs000209.v13
pareav25,MESA_Exam5Main,"P WAVE AREA, LEAD V2 (uVmSec)",NUMERIC,uVmSec,,,phv00191234.v1,phs000209.v13
pareav35,MESA_Exam5Main,"P WAVE AREA, LEAD V3 (uVmSec)",NUMERIC,uVmSec,,,phv00191235.v1,phs000209.v13
pareav45,MESA_Exam5Main,"P WAVE AREA, LEAD V4 (uVmSec)",NUMERIC,uVmSec,,,phv00191236.v1,phs000209.v13
pareav55,MESA_Exam5Main,"P WAVE AREA, LEAD V5 (uVmSec)",NUMERIC,uVmSec,,,phv00191237.v1,phs000209.v13
pareav65,MESA_Exam5Main,"P WAVE AREA, LEAD V6 (uVmSec)",NUMERIC,uVmSec,,,phv00191238.v1,phs000209.v13
pavcm5c,MESA_Exam5Main,VIGOROUS PHYSICAL ACTIVITY TOTAL (MET-MIN/WK M-SU),NUMERIC,MET-Min/Wk,,,phv00177016.v1,phs000209.v13
paxis5,MESA_Exam5Main,P AXIS (DEGREES),NUMERIC,,,,phv00176312.v1,phs000209.v13
paxis5c,MESA_Exam5Main,P AXIS (DEGREES) - WITH 999 VALUES RECODED TO MISSING,NUMERIC,degrees,,,phv00176545.v1,phs000209.v13
pdei5c,MESA_Exam5Main,PHOSPHODIESTERASE INHIBITORS,NUMERIC,,0=NO|1=YES,2,phv00176808.v1,phs000209.v13
pduravf5,MESA_Exam5Main,P DURATION IN LEAD AVF (msec),NUMERIC,msec,,,phv00191205.v1,phs000209.v13
pduravl5,MESA_Exam5Main,P DURATION IN LEAD AVL (msec),NUMERIC,msec,,,phv00191203.v1,phs000209.v13
pduravr5,MESA_Exam5Main,P DURATION IN LEAD AVR (msec),NUMERIC,msec,,,phv00191204.v1,phs000209.v13
pduri5,MESA_Exam5Main,P DURATION IN LEAD I (msec),NUMERIC,msec,,,phv00191206.v1,phs000209.v13
pdurii5,MESA_Exam5Main,P DURATION IN LEAD II (msec),NUMERIC,msec,,,phv00191207.v1,phs000209.v13
pduriii5,MESA_Exam5Main,P DURATION IN LEAD III (msec),NUMERIC,msec,,,phv00191208.v1,phs000209.v13
pdurv15,MESA_Exam5Main,P DURATION IN V1 (msec),NUMERIC,msec,,,phv00191209.v1,phs000209.v13
pdurv25,MESA_Exam5Main,P DURATION IN V2 (msec),NUMERIC,msec,,,phv00191210.v1,phs000209.v13
pdurv35,MESA_Exam5Main,P DURATION IN V3 (msec),NUMERIC,msec,,,phv00191211.v1,phs000209.v13
pdurv45,MESA_Exam5Main,P DURATION IN V4 (msec),NUMERIC,msec,,,phv00191212.v1,phs000209.v13
pdurv55,MESA_Exam5Main,P DURATION IN V5 (msec),NUMERIC,msec,,,phv00191213.v1,phs000209.v13
pdurv65,MESA_Exam5Main,P DURATION IN V6 (msec),NUMERIC,msec,,,phv00191214.v1,phs000209.v13
pentint5,MESA_Exam5Main,Q20C) PLEASE COPY THIS: INTERSECTIONS,NUMERIC,,0=NO ENCLOSURE|1=NOT 4-CORNERED ENCLOSURE|2=4-CORNERED|9=NOT ATTEMPTED / DISABLED,4,phv00176135.v1,phs000209.v13
pentl5,MESA_Exam5Main,Q20A) PLEASE COPY THIS: LEFT PENTAGON,NUMERIC,,0=LESS THAN 2 LINES|1=2 OR MORE LINES BUT WITHOUT CLOSURE|2=ANY OTHER ENCLOSED FIGURE|3=5 BUT UN-EQUAL (>2:1) SIDES|4=5 APPROX. EQUAL SIDES|9=NOT ATTEMPTED / DISABLED,6,phv00176133.v1,phs000209.v13
pentr5,MESA_Exam5Main,Q20B) PLEASE COPY THIS: RIGHT PENTAGON,NUMERIC,,0=LESS THAN 2 LINES|1=2 OR MORE LINES BUT WITHOUT CLOSURE|2=ANY OTHER ENCLOSED FIGURE|3=5 BUT UN-EQUAL (>2:1) SIDES|4=5 APPROX. EQUAL SIDES|9=NOT ATTEMPTED / DISABLED,6,phv00176134.v1,phs000209.v13
pentrl5,MESA_Exam5Main,Q20) SIDE OF PRESENTATION,NUMERIC,,,,phv00176132.v1,phs000209.v13
pfullareaavf5,MESA_Exam5Main,"P WAVE AREA (INCLUDES P AND P') , LEAD AVF (uVmSec)",NUMERIC,uVmSec,,,phv00191301.v1,phs000209.v13
pfullareaavl5,MESA_Exam5Main,"P WAVE AREA (INCLUDES P AND P') , LEAD AVL (uVmSec)",NUMERIC,uVmSec,,,phv00191299.v1,phs000209.v13
pfullareaavr5,MESA_Exam5Main,"P WAVE AREA (INCLUDES P AND P') , LEAD AVR (uVmSec)",NUMERIC,uVmSec,,,phv00191300.v1,phs000209.v13
pfullareai5,MESA_Exam5Main,"P WAVE AREA (INCLUDES P AND P') , LEAD I (uVmSec)",NUMERIC,uVmSec,,,phv00191302.v1,phs000209.v13
pfullareaii5,MESA_Exam5Main,"P WAVE AREA (INCLUDES P AND P') , LEAD II (uVmSec)",NUMERIC,uVmSec,,,phv00191303.v1,phs000209.v13
pfullareaiii5,MESA_Exam5Main,"P WAVE AREA (INCLUDES P AND P') , LEAD III (uVmSec)",NUMERIC,uVmSec,,,phv00191304.v1,phs000209.v13
pfullareav15,MESA_Exam5Main,"P WAVE AREA (INCLUDES P AND P') , LEAD V1 (uVmSec)",NUMERIC,uVmSec,,,phv00191305.v1,phs000209.v13
pfullareav25,MESA_Exam5Main,"P WAVE AREA (INCLUDES P AND P') , LEAD V2 (uVmSec)",NUMERIC,uVmSec,,,phv00191306.v1,phs000209.v13
pfullareav35,MESA_Exam5Main,"P WAVE AREA (INCLUDES P AND P') , LEAD V3 (uVmSec)",NUMERIC,uVmSec,,,phv00191307.v1,phs000209.v13
pfullareav45,MESA_Exam5Main,"P WAVE AREA (INCLUDES P AND P') , LEAD V4 (uVmSec)",NUMERIC,uVmSec,,,phv00191308.v1,phs000209.v13
pfullareav55,MESA_Exam5Main,"P WAVE AREA (INCLUDES P AND P') , LEAD V5 (uVmSec)",NUMERIC,uVmSec,,,phv00191309.v1,phs000209.v13
pfullareav65,MESA_Exam5Main,"P WAVE AREA (INCLUDES P AND P') , LEAD V6 (uVmSec)",NUMERIC,uVmSec,,,phv00191310.v1,phs000209.v13
ph1mn5,MESA_Exam5Main,"PHANTOM DATA-MEAN IMAGE BRIGHTNESS, 0 PLUG (HU)",NUMERIC,HU,,,phv00176201.v1,phs000209.v13
ph1sd5,MESA_Exam5Main,"PHANTOM DATA-BRIGHTNESS STD DEVIATION, 0 PLUG (HU)",NUMERIC,HU,,,phv00176202.v1,phs000209.v13
ph2mn5,MESA_Exam5Main,"PHANTOM DATA-MEAN IMAGE BRIGHTNESS, 50 PLUG (HU)",NUMERIC,HU,,,phv00176203.v1,phs000209.v13
ph2sd5,MESA_Exam5Main,"PHANTOM DATA-MEAN IMAGE BRIGHTNESS, 50 PLUG (HU)",NUMERIC,HU,,,phv00176204.v1,phs000209.v13
ph3mn5,MESA_Exam5Main,"PHANTOM DATA-MEAN IMAGE BRIGHTNESS, 100 PLUG (HU)",NUMERIC,HU,,,phv00176205.v1,phs000209.v13
ph3sd5,MESA_Exam5Main,"PHANTOM DATA-MEAN IMAGE BRIGHTNESS, 100 PLUG (HU)",NUMERIC,HU,,,phv00176206.v1,phs000209.v13
ph4mn5,MESA_Exam5Main,"PHANTOM DATA-MEAN IMAGE BRIGHTNESS, 200 PLUG (HU)",NUMERIC,HU,,,phv00176207.v1,phs000209.v13
ph4sd5,MESA_Exam5Main,"PHANTOM DATA-MEAN IMAGE BRIGHTNESS, 200 PLUG (HU)",NUMERIC,HU,,,phv00176208.v1,phs000209.v13
phendtm5,MESA_Exam5Main,VENIPUNCTURE END TIME,STRING,,,,phv00176894.v1,phs000209.v13
phlegm5,MESA_Exam5Main,PHLEGM ON MOST DAYS (3 OR MORE MONTHS),NUMERIC,,1=YES|2=NO,2,phv00176698.v1,phs000209.v13
phlgmy5,MESA_Exam5Main,YEARS WITH PHLEGM,NUMERIC,,,,phv00176699.v1,phs000209.v13
phsttm5,MESA_Exam5Main,VENIPUNCTURE START TIME,STRING,,,,phv00176890.v1,phs000209.v13
pileup5,MESA_Exam5Main,DURING PAST MONTH: HOW OFTEN HAVE YOU FELT DIFFICULTIES PILING UP SO HIGH YOU COULD NOT OVERCOME THEM,NUMERIC,,1=NEVER|2=ALMOST NEVER|3=SOMETIMES|4=FAIRLY OFTEN|5=VERY OFTEN,5,phv00176658.v1,phs000209.v13
pixlen5,MESA_Exam5Main,CT SCANNING PARAMETER-PIXEL LENGTH,NUMERIC,,,,phv00176215.v1,phs000209.v13
pkyrs5c,MESA_Exam5Main,EXAM 5 PACK-YEARS OF CIGARETTE SMOKING,NUMERIC,,,,phv00176885.v1,phs000209.v13
plaqfnd5,MESA_Exam5Main,PLAQUE FOUND,NUMERIC,,0=NO|1=YES,2,phv00177169.v1,phs000209.v13
plqprs5c,MESA_Exam5Main,PRESENCE OF CAROTID PLAQUE,NUMERIC,,0=ABSENT|1=PRESENT,2,phv00177047.v1,phs000209.v13
plqscr5c,MESA_Exam5Main,TOTAL CAROTID PLAQUE SCORE,NUMERIC,,,,phv00177046.v1,phs000209.v13
plqsdw5c,MESA_Exam5Main,CAROTID PLAQUE SHADOWING,NUMERIC,,0=NO|1=YES,2,phv00177048.v1,phs000209.v13
pneumo5,MESA_Exam5Main,"PNEUMONIA, PAST TWO WEEKS",NUMERIC,,0=NO|1=YES|9=DO NOT KNOW / UNKNOWN,3,phv00176709.v1,phs000209.v13
ppampavf5,MESA_Exam5Main,"P' WAVE AMP, LEAD AVF (uV)",NUMERIC,uV,,,phv00191265.v1,phs000209.v13
ppampavl5,MESA_Exam5Main,"P' WAVE AMP, LEAD AVL (uV)",NUMERIC,uV,,,phv00191263.v1,phs000209.v13
ppampavr5,MESA_Exam5Main,"P' WAVE AMP, LEAD AVR (uV)",NUMERIC,uV,,,phv00191264.v1,phs000209.v13
ppampi5,MESA_Exam5Main,"P' WAVE AMP, LEAD I (uV)",NUMERIC,uV,,,phv00191266.v1,phs000209.v13
ppampii5,MESA_Exam5Main,"P' WAVE AMP, LEAD II (uV)",NUMERIC,uV,,,phv00191267.v1,phs000209.v13
ppampiii5,MESA_Exam5Main,"P' WAVE AMP, LEAD III (uV)",NUMERIC,uV,,,phv00191268.v1,phs000209.v13
ppampv15,MESA_Exam5Main,"P' WAVE AMP, LEAD V1 (uV)",NUMERIC,uV,,,phv00191269.v1,phs000209.v13
ppampv25,MESA_Exam5Main,"P' WAVE AMP, LEAD V2 (uV)",NUMERIC,uV,,,phv00191270.v1,phs000209.v13
ppampv35,MESA_Exam5Main,"P' WAVE AMP, LEAD V3 (uV)",NUMERIC,uV,,,phv00191271.v1,phs000209.v13
ppampv45,MESA_Exam5Main,"P' WAVE AMP, LEAD V4 (uV)",NUMERIC,uV,,,phv00191272.v1,phs000209.v13
ppampv55,MESA_Exam5Main,"P' WAVE AMP, LEAD V5 (uV)",NUMERIC,uV,,,phv00191273.v1,phs000209.v13
ppampv65,MESA_Exam5Main,"P' WAVE AMP, LEAD V6 (uV)",NUMERIC,uV,,,phv00191274.v1,phs000209.v13
ppareaavf5,MESA_Exam5Main,"P' AREA, LEAD AVF (uVmSec)",NUMERIC,uVmSec,,,phv00191277.v1,phs000209.v13
ppareaavl5,MESA_Exam5Main,"P' AREA, LEAD AVL (uVmSec)",NUMERIC,uVmSec,,,phv00191275.v1,phs000209.v13
ppareaavr5,MESA_Exam5Main,"P' AREA, LEAD AVR (uVmSec)",NUMERIC,uVmSec,,,phv00191276.v1,phs000209.v13
ppareai5,MESA_Exam5Main,"P' AREA, LEAD I (uVmSec)",NUMERIC,uVmSec,,,phv00191278.v1,phs000209.v13
ppareaii5,MESA_Exam5Main,"P' AREA, LEAD II (uVmSec)",NUMERIC,uVmSec,,,phv00191279.v1,phs000209.v13
ppareaiii5,MESA_Exam5Main,"P' AREA, LEAD III (uVmSec)",NUMERIC,uVmSec,,,phv00191280.v1,phs000209.v13
ppareav15,MESA_Exam5Main,"P' AREA, LEAD V1 (uVmSec)",NUMERIC,uVmSec,,,phv00191281.v1,phs000209.v13
ppareav25,MESA_Exam5Main,"P' AREA, LEAD V2 (uVmSec)",NUMERIC,uVmSec,,,phv00191282.v1,phs000209.v13
ppareav35,MESA_Exam5Main,"P' AREA, LEAD V3 (uVmSec)",NUMERIC,uVmSec,,,phv00191283.v1,phs000209.v13
ppareav45,MESA_Exam5Main,"P' AREA, LEAD V4 (uVmSec)",NUMERIC,uVmSec,,,phv00191284.v1,phs000209.v13
ppareav55,MESA_Exam5Main,"P' AREA, LEAD V5 (uVmSec)",NUMERIC,uVmSec,,,phv00191285.v1,phs000209.v13
ppareav65,MESA_Exam5Main,"P' AREA, LEAD V6 (uVmSec)",NUMERIC,uVmSec,,,phv00191286.v1,phs000209.v13
ppduravf5,MESA_Exam5Main,P' DURATION IN LEAD AVF (msec),NUMERIC,msec,,,phv00191253.v1,phs000209.v13
ppduravl5,MESA_Exam5Main,P' DURATION IN LEAD AVL (msec),NUMERIC,msec,,,phv00191251.v1,phs000209.v13
ppduravr5,MESA_Exam5Main,P' DURATION IN LEAD AVR (msec),NUMERIC,msec,,,phv00191252.v1,phs000209.v13
ppduri5,MESA_Exam5Main,P' DURATION IN LEAD I (msec),NUMERIC,msec,,,phv00191254.v1,phs000209.v13
ppdurii5,MESA_Exam5Main,P' DURATION IN LEAD II (msec),NUMERIC,msec,,,phv00191255.v1,phs000209.v13
ppduriii5,MESA_Exam5Main,P' DURATION IN LEAD III (msec),NUMERIC,msec,,,phv00191256.v1,phs000209.v13
ppdurv15,MESA_Exam5Main,P' DURATION IN LEAD V1 (msec),NUMERIC,msec,,,phv00191257.v1,phs000209.v13
ppdurv25,MESA_Exam5Main,P' DURATION IN LEAD V2 (msec),NUMERIC,msec,,,phv00191258.v1,phs000209.v13
ppdurv35,MESA_Exam5Main,P' DURATION IN LEAD V3 (msec),NUMERIC,msec,,,phv00191259.v1,phs000209.v13
ppdurv45,MESA_Exam5Main,P' DURATION IN LEAD V4 (msec),NUMERIC,msec,,,phv00191260.v1,phs000209.v13
ppdurv55,MESA_Exam5Main,P' DURATION IN LEAD V5 (msec),NUMERIC,msec,,,phv00191261.v1,phs000209.v13
