tinyId	designation	question_text	definition	datatype	permissible_values	classification	concept_codes	external_ids	steward_org	registration_status	nih_endorsed
vpfkRSlh8I	Physical activity increase intervention type		If the participant/subject received recommendations to increase physical activity, describes the type(s) of interventions received.	Value List	Provision of educational materials | Direct discussion with the patient to reduce sedentary behaviors and work towards increased activity goals (as tolerated) | Development of individualized plan to achieve physical activity goals | Referral to a regular structured exercise program | Other, specify:	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C58850; BRICS Variable Name:PhysActIncrseInterventTyp	NINDS	Qualified	False
obM7fgcBP8	Physical activity increase recommendation indicator		Indicates if recommendations to increase physical activity were provided at discharge. The intervention can be education, discussion, an individualized plan, referral to a structured program or another intervention.	Value List	Yes | No | Unknown | NC	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C58849; BRICS Variable Name:PhysActIncrseRecInd	NINDS	Qualified	False
N0_WS7wb1Z8	Physical exam abnormality significance type		An indication if the physical exam abnormality in a specific body system is clinically significant	Value List	Clinically Significant | Not Clinically Significant	NHLBI > Sickle Cell Disease; NHLBI > Venous Thromboembolism (VTE); NINDS > Disease; NINDS > Domain; NINDS > Population		ISTH:18:37:6:594; NINDS caDSR:3180087; NINDS:C01014; BRICS Variable Name:PhysExamAbnrmlySignfcnceTyp	NINDS	Qualified	False
Q_HPNSoXu	Physical exam assessment other text		Text of other physical exam assessments in the physical examination.	Text		NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C58084; BRICS Variable Name:PhysicalExamAssmtOtherTxt	NINDS	Qualified	False
C7U6_egHNyF	Physical exam body system result type		Assessment result of each body system examined	Value List	Abnormal | Normal | Not assessed | Not examined	NINDS > Disease; NINDS > Domain; NINDS > Population; NHLBI > Sickle Cell Disease		NINDS caDSR:2821383; NINDS:C01012; BRICS Variable Name:PhysExamBodySysResltTyp	NINDS	Qualified	False
nfNrA7_UZtM	Physical exam condition SNOMED CT code		Medical condition/disease found during the physical examination of the participant/subject. Systematized Nomenclature of Medicine-Clinical Terms (SNOMED CT)	Text		NHLBI > Sickle Cell Disease; NHLBI > Venous Thromboembolism (VTE); NINDS > Disease; NINDS > Domain; NINDS > Population		ISTH:18:37:20:596; NINDS:C01028; BRICS Variable Name:PhysExamCondSNOMEDCTcode	NINDS	Qualified	False
nOS744JPSOy	Physical exam date and time		Date (and time if applicable and known) physical exam was performed	Date		NHLBI > Sickle Cell Disease; NHLBI > Venous Thromboembolism (VTE); NINDS > Disease; NINDS > Domain; NINDS > Population		ISTH:18:38:10:598; NINDS caDSR:2004170; NINDS:C01010; BRICS Variable Name:PhysExamDateTime	NINDS	Qualified	False
CPXnC4nAA5j	Physical exam description text		Free text field to describe the abnormality in a specific body system or an explanation of why the body system was not examined	Text		NINDS > Disease; NINDS > Domain; NINDS > Population; NHLBI > Sickle Cell Disease		NINDS caDSR:2201880; NINDS:C01013; BRICS Variable Name:PhysExamDescripTxt	NINDS	Qualified	False
g12a6Rb14WB	Physical exam performed indicator		Indicator of whether a physical exam was performed on the participant/subject	Value List	Yes | No | Unknown	NINDS > Disease; NINDS > Domain; NINDS > Population; NHLBI > Sickle Cell Disease		NINDS caDSR:2201750; NINDS:C01015; BRICS Variable Name:PhysExamPerfrmdInd	NINDS	Qualified	False
mJQE5sXZ1f	Physical findings of Left chorioretina by Ophthalmoscopy		This term was developed in collaboration with the National Institute of Health's National Eye Institute (NEI) as part of an effort to standardize the data elements collected by the National Ophthalmic Disease Genotyping and Phenotyping Network (eyeGENE).	Value List	0=None | 1=Avascular retina | 2=Choroidal atrophy | 3=Crystals | 4=Hypopigmentation | 5=Peripheral schisis | 6=Photocoagulation scars | 7=Pigment spicules | 8=Retinal atrophy-peripheral | 9=Retinal detachment | 10=Retinal neovascularization | 11=Retinal traction | 12=Macular schisis | 13=Scleral buckle | 14=Sub-, intra-retinal exudation | 15=Temporal fibrovascular mass | OTH=Other, Specify:	NEI > eyeGENE	LOINC - Part - Component:LP73100-7; LOINC - Part - Property:LP6813-2; LOINC - Part - Time:LP6960-1; LOINC - Part - System:LP203665-7; LOINC - Part - Scale:LP7750-5; LOINC - Part - Method:LP149841-1; LOINC - Part - Fragments for synonyms:LP35056-8	LOINC:80104-3	LOINC	Standard	False
Q1ggf9oQ_yf	Physical findings of Left macula by Ophthalmoscopy		This term was developed in collaboration with the National Institute of Health's National Eye Institute (NEI) as part of an effort to standardize the data elements collected by the National Ophthalmic Disease Genotyping and Phenotyping Network (eyeGENE).	Value List	0=None | 1=Abnormal vessels crossing macula | 2=Atrophy | 3=Crystals | 4=Cystic changes | 5=Degeneration | 6=Drusen | 7=Edema | 8=Folds | 9=Foveal aplasia or hypoplasia | 10=Hyperpigmentation | 11=Hypopigmentation | 12=Neovascular membrane | 13=Pigment spicules | 14=Flecks | 15=Pseudohypopyon | 16=Epiretinal membrane | 17=Retinoschisis | 18=Scar | 19=Subretinal hemorrhage | 20=Temporal macular dragging | 21=Vitelliform lesion | 22=Vitelliruptive phase	NEI > eyeGENE	LOINC - Part - Component:LP73100-7; LOINC - Part - Property:LP6813-2; LOINC - Part - Time:LP6960-1; LOINC - Part - System:LP201272-4; LOINC - Part - Scale:LP7750-5; LOINC - Part - Method:LP149841-1; LOINC - Part - Fragments for synonyms:LP35056-8	LOINC:79821-5	LOINC	Standard	False
my4E9j7byM	Physical findings of Left optic nerve by Ophthalmoscopy		This term was developed in collaboration with the National Institute of Health's National Eye Institute (NEI) as part of an effort to standardize the data elements collected by the National Ophthalmic Disease Genotyping and Phenotyping Network (eyeGENE).	Value List	1=Normal | 2=Atrophy | 3=Hypoplastic | 4=Tilted disc | 5=Dysplastic or anomalous | 6=Gray | 7=Myelinated nerve fiber layer | 8=Waxy pallor | 9=Peripapillary atrophy | OTH=Other, Specify:	NEI > eyeGENE	LOINC - Part - Component:LP73100-7; LOINC - Part - Property:LP6813-2; LOINC - Part - Time:LP6960-1; LOINC - Part - System:LP201261-7; LOINC - Part - Scale:LP7750-5; LOINC - Part - Method:LP149841-1; LOINC - Part - Fragments for synonyms:LP35056-8	LOINC:80105-0	LOINC	Standard	False
Qyhb79om_kM	Physical findings of Left retinal vessels by Ophthalmoscopy			Value List	Attenuation | Tortuous | Neovascular | Aneuritic | Hemorrhagic	NEI > eyeGENE	LOINC - Part - Component:LP73100-7; LOINC - Part - Property:LP6813-2; LOINC - Part - Time:LP6960-1; LOINC - Part - System:LP203660-8; LOINC - Part - Scale:LP7750-5; LOINC - Part - Method:LP149841-1; LOINC - Part - Fragments for synonyms:LP35056-8	LOINC:79902-3	LOINC	Standard	False
XyzEqiXb1z	Physical findings of Right chorioretina by Ophthalmoscopy		This term was developed in collaboration with the National Institute of Health's National Eye Institute (NEI) as part of an effort to standardize the data elements collected by the National Ophthalmic Disease Genotyping and Phenotyping Network (eyeGENE).	Value List	0=None | 1=Avascular retina | 2=Choroidal atrophy | 3=Crystals | 4=Hypopigmentation | 5=Peripheral schisis | 6=Photocoagulation scars | 7=Pigment spicules | 8=Retinal atrophy-peripheral | 9=Retinal detachment | 10=Retinal neovascularization | 11=Retinal traction | 12=Macular schisis | 13=Scleral buckle | 14=Sub-, intra-retinal exudation | 15=Temporal fibrovascular mass | OTH=Other, Specify:	NEI > eyeGENE	LOINC - Part - Component:LP73100-7; LOINC - Part - Property:LP6813-2; LOINC - Part - Time:LP6960-1; LOINC - Part - System:LP203666-5; LOINC - Part - Scale:LP7750-5; LOINC - Part - Method:LP149841-1; LOINC - Part - Fragments for synonyms:LP35055-0	LOINC:80103-5	LOINC	Standard	False
myJlfqoX_yz	Physical findings of Right macula by Ophthalmoscopy		This term was developed in collaboration with the National Institute of Health's National Eye Institute (NEI) as part of an effort to standardize the data elements collected by the National Ophthalmic Disease Genotyping and Phenotyping Network (eyeGENE).	Value List	0=None | 1=Abnormal vessels crossing macula | 2=Atrophy | 3=Crystals | 4=Cystic changes | 5=Degeneration | 6=Drusen | 7=Edema | 8=Folds | 9=Foveal aplasia or hypoplasia | 10=Hyperpigmentation | 11=Hypopigmentation | 12=Neovascular membrane | 13=Pigment spicules | 14=Flecks | 15=Pseudohypopyon | 16=Epiretinal membrane | 17=Retinoschisis | 18=Scar | 19=Subretinal hemorrhage | 20=Temporal macular dragging | 21=Vitelliform lesion | 22=Vitelliruptive phase	NEI > eyeGENE	LOINC - Part - Component:LP73100-7; LOINC - Part - Property:LP6813-2; LOINC - Part - Time:LP6960-1; LOINC - Part - System:LP201271-6; LOINC - Part - Scale:LP7750-5; LOINC - Part - Method:LP149841-1; LOINC - Part - Fragments for synonyms:LP35055-0	LOINC:79820-7	LOINC	Standard	False
